,Posted.On,BHK,Size,Floor,Area.Type,Area.Locality,City,Furnishing.Status,Tenant.Preferred,Bathroom,Point.of.Contact,Rent,Abby,Adamgosmire,Addy,Akin_Mitu,Burkhalter,Daria,DeYoung,Lucas_Nick,Ternes,Trey,Will
478,7/5/2022,1,400,3 out of 3,Carpet Area,"Pai Layout-Hulimavu, Hulimavu",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,4.079181246,3.913091826,3.806179974,3.861334554,3.871383019,3.88504872,3.89742569,3.922238796,3.853803418,3.883357919,3.915287255,4.239370084
479,5/22/2022,2,1000,2 out of 5,Super Area,"Ashok Nagar, Himayath Nagar",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent,4.204119983,4.120467249,4.544068044,4.34277677,4.276110681,4.2628758,4.274719999,4.263208901,4.395053668,4.28141178,4.263677711,4.39124481
480,7/6/2022,1,550,Ground out of 2,Super Area,"Vimalapuram, Manali",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,3.77815125,3.874346373,3.84509804,3.849183872,3.864495861,3.848100728,3.883177201,3.880594447,3.903971182,3.883419542,3.850140672,3.78910512
481,4/23/2022,1,1000,2 out of 3,Super Area,Barrackpore,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,4.176091259,3.913936062,4.021189299,3.971505638,3.836503615,3.834881801,3.840483689,3.840933854,4.09392347,3.947641143,3.830734089,3.940525007
482,6/10/2022,3,2000,1 out of 5,Carpet Area,Dhobi Ghat- Rajajinagar,Bangalore,Furnished,Bachelors,2,Contact Agent,4.875061263,4.639833017,4.654176542,4.563684582,4.717696399,4.715263013,4.698699769,4.708851658,4.616149732,4.720147085,4.71474328,4.546860501
483,5/29/2022,2,1000,25 out of 32,Super Area,Semmancheri,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.267171728,4.179833676,4.462397998,4.287952843,4.164692607,4.217319395,4.164251434,4.243679586,4.263669424,4.265346213,4.241109701,4.207780528
484,6/22/2022,4,2500,5 out of 12,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors/Family,4,Contact Agent,5.602059991,4.673051419,5.555094449,5.086127345,5.447821764,5.585368652,5.760235208,5.415712858,5.619945076,5.45820337,5.428830635,5.074097596
485,7/6/2022,3,1250,12 out of 29,Carpet Area,"Adani Western Heights, 4 Bunglows",Mumbai,Semi-Furnished,Family,3,Contact Agent,5.113943352,4.682830304,5.11058971,4.884839047,4.975658878,5.000320692,5.069080833,4.958090268,4.926149784,4.983363676,4.970968967,4.784499968
486,6/4/2022,1,600,3 out of 4,Super Area,"Mallathahalli, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,3.875061263,4.009877157,3.968482949,3.922626375,3.913329233,3.91778712,3.927969097,3.936931952,4.006135509,3.946117192,3.937747307,3.938244494
487,7/4/2022,2,1100,Ground out of 1,Carpet Area,New Perungalathur,Chennai,Semi-Furnished,Family,1,Contact Owner,4.079181246,4.1627549,4.322219295,3.993849132,4.112456367,4.081302129,4.094044837,4.085249609,4.014429448,4.092149429,4.06358855,4.082087225
488,5/22/2022,3,950,4 out of 4,Carpet Area,chettipunniyam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.243038049,4.228695048,4.431363764,4.227364309,4.248467655,4.216251832,4.249428775,4.243585882,4.3041623,4.282923129,4.266777574,4.239370084
489,6/30/2022,3,125,1 out of 4,Super Area,Uttam Nagar,Delhi,Unfurnished,Bachelors,2,Contact Owner,4.290034611,4.476254016,4.146128036,3.936114963,4.212499473,4.193953334,4.142246861,4.160688834,4.445364463,4.169565307,4.168092777,4.116316416
490,5/14/2022,2,905,10 out of 37,Carpet Area,"Sunteck City Avenue 1, Goregaon West",Mumbai,Unfurnished,Bachelors,2,Contact Agent,4.740362689,4.610115348,4.908485019,4.744177392,4.697483894,4.78290897,4.689959033,4.719346172,4.954962632,4.744650409,4.776668165,4.701028279
491,6/18/2022,2,1030,3 out of 6,Super Area,Dr A.S. Rao Nagar,Hyderabad,Semi-Furnished,Family,2,Contact Owner,4,4.179765789,4.556302501,4.19092176,4.117109882,4.138736313,4.129934616,4.082486645,4.186509231,4.054894208,4.086715874,4.200465388
492,4/30/2022,1,300,1 out of 3,Super Area,Allwyn Colony,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,3.903089987,3.885390929,3.698970004,3.802175011,3.796535255,3.798441092,3.849694729,3.820258157,3.834518554,3.792188292,3.812491102,3.845607178
493,7/6/2022,1,1000,1 out of 2,Super Area,Ayappakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,4.06069784,3.963394901,4.491361694,4.035293722,4.032084188,4.009581007,4.032126087,4.029906929,4.028331022,4.041269092,4.007794474,4.070232518
494,5/6/2022,2,700,Ground out of 1,Super Area,"Sakher Bazar, Purba Barisha",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,3.903089987,3.931790163,3.991226076,3.934266626,3.867845897,3.875694351,3.872302296,3.868958087,3.964389262,3.88878295,3.857248501,3.98674251
495,5/12/2022,2,800,Ground out of 1,Super Area,Rampally,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3.84509804,4.044371951,4.431363764,4.043242738,4.030524918,4.024362494,4.048051523,4.023558416,4.009119814,4.000416905,4.011896304,4.096527243
496,7/6/2022,2,1080,1 out of 2,Super Area,Ponmar,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,4.021189299,4.138091043,4.568201724,4.136812501,4.143124274,4.11444129,4.134620636,4.139279504,4.184611748,4.149555291,4.120976238,4.177089216
497,5/31/2022,1,600,5 out of 6,Super Area,Sher E Punjab Society,Mumbai,Furnished,Bachelors/Family,1,Contact Owner,4.322219295,4.515072763,4.397940009,4.33874238,4.422817453,4.499550888,4.324700628,4.426737117,4.260742832,4.382103363,4.420202385,4.523545531
498,5/24/2022,1,550,2 out of 4,Carpet Area,Mulund West,Mumbai,Unfurnished,Bachelors,1,Contact Agent,4.380211242,4.470328528,4.380211242,4.380876418,4.455558418,4.516349449,4.37063725,4.459867087,4.573541494,4.388669112,4.458087776,4.562764868
499,5/12/2022,2,1000,1 out of 2,Super Area,Old Washermanpet,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,3.977723605,4.12192491,4.531478917,4.126667186,4.126345789,4.100830863,4.120448511,4.103754441,4.127456911,4.087895901,4.106845854,4.162521744
500,4/29/2022,1,750,2 out of 5,Super Area,whitefield,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,4,3.958291748,4,3.953152651,3.944788893,3.968553413,3.951307134,3.969002344,3.930327739,3.95582806,3.959807755,3.934671727
501,5/12/2022,1,450,1 out of 2,Super Area,Jeedimetla,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,3.73239376,3.862142802,3.892094603,3.838657746,3.789648097,3.789000536,3.835906178,3.79766868,3.806355231,3.775483619,3.796489615,3.821677291
502,7/10/2022,2,1150,5 out of 11,Carpet Area,"Chromepet, GST Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,4.380211242,4.270630986,4.556302501,4.406256285,4.361444998,4.331173948,4.34939375,4.367498879,4.380735813,4.356441939,4.365261206,4.408846278
503,4/29/2022,2,900,3 out of 4,Super Area,"Lajpat Nagar II, null",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.361727836,4.24753611,4.330413773,4.158823352,4.224068862,4.229826424,4.237382232,4.240975596,4.446266508,4.232063973,4.236161248,4.189347126
504,6/12/2022,2,700,3 out of 4,Carpet Area,Shadipur,Delhi,Unfurnished,Bachelors,1,Contact Agent,4.08278537,4.142877814,3.986771734,4.203274383,4.235859215,4.256072006,4.211960054,4.268736802,4.242458851,4.294628085,4.277383916,4.327002552
505,5/23/2022,1,512,1 out of 3,Carpet Area,Patel Nagar West,Delhi,Furnished,Bachelors/Family,1,Contact Agent,4.113943352,4.081787397,3.880813592,4.124049435,4.224233386,4.216939793,4.180219798,4.235056476,4.067609666,4.244659847,4.238443803,4.2540596
506,6/8/2022,1,600,3 out of 4,Carpet Area,"Chelekare, Kalyan Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Family,1,Contact Owner,3.954242509,4.043088228,3.875061263,3.922626375,3.913329233,3.933748969,3.927969097,3.904692234,3.951970196,3.91744911,3.914722618,3.938244494
507,7/5/2022,3,3000,3 out of 5,Carpet Area,sri sai arcade madinaguda,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,4.342422681,4.622006425,5.079181246,4.460922531,4.708260077,4.639728681,4.61248713,4.676052447,4.748386387,4.640851418,4.66199956,4.496145263
508,6/28/2022,2,750,3 out of 7,Super Area,"Shree Sai Usha Complex, Bhandup West",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.505149978,4.673436763,4.880813592,4.464025564,4.538029666,4.54528636,4.513868286,4.521364983,4.750497569,4.482827738,4.522961123,4.55341304
509,5/24/2022,2,700,Ground out of 2,Super Area,Kabardanga,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,3.954242509,4.043866665,3.986771734,3.972348293,3.906192715,3.909413071,3.909116532,3.910848057,4.041401925,3.82202932,3.903209831,4.035058294
510,6/21/2022,3,2352,1 out of 5,Carpet Area,Gachibowli,Hyderabad,Semi-Furnished,Family,4,Contact Owner,4.653212514,4.655429759,5.342422681,4.425020291,4.635054646,4.631315822,4.526613132,4.544625779,4.793022453,4.541824805,4.556250555,4.595689821
511,4/30/2022,1,500,Ground out of 2,Super Area,Pallikaranai,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,3.875061263,3.876444895,3.832508913,3.836619699,3.854009308,3.839897823,3.875714611,3.858564205,3.9307087,3.82914422,3.841309182,3.777282326
512,6/8/2022,2,800,2 out of 4,Super Area,"Btm Layout Stage 2, BTM Layout",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,4.079181246,4.095593036,4.322219295,4.135333167,4.084399576,4.094822717,4.085613564,4.089517428,4.104717791,4.091798863,4.091582789,4.123810218
513,7/10/2022,2,1140,2 out of 16,Carpet Area,Iyyappanthangal,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,4.477121255,4.254740718,4.579783597,4.415193316,4.359347687,4.386374738,4.347330295,4.35342252,4.386034329,4.342855151,4.370859245,4.398635679
514,6/16/2022,2,750,8 out of 14,Carpet Area,Chembur,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,4.740362689,4.71943279,4.897627091,4.758066746,4.787040792,4.804350967,4.792449665,4.78488159,4.776228048,4.810441752,4.79498157,4.70824209
515,5/21/2022,2,850,Ground out of 2,Super Area,Perambur,Chennai,Unfurnished,Family,2,Contact Owner,4.079181246,4.139717986,4.431363764,4.089316187,4.094886129,4.091447892,4.094244031,4.044185282,4.016355897,4.052894668,4.036419461,4.107174271
516,5/6/2022,2,1000,2 out of 8,Super Area,"Saroornagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,3.903089987,4.128656195,4.531478917,4.19486697,4.110817949,4.117677765,4.124620993,4.105972471,4.21627938,4.131152565,4.115441249,4.183983402
517,5/19/2022,1,150,2 out of 3,Super Area,Yeshwantpur,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,3.544068044,3.805380732,3.785329835,3.721419612,3.856649358,3.811262838,3.824526637,3.809765569,3.790212105,3.80792638,3.810569881,3.771654476
518,4/30/2022,3,1450,Ground out of 4,Super Area,Bannerghatta Main Road,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,4.342422681,4.388073319,4.72427587,4.304702865,4.426542535,4.415947599,4.387142787,4.416696995,4.376804623,4.394876038,4.405939748,4.388365112
519,6/25/2022,2,800,5 out of 8,Carpet Area,Santacruz East,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,4.698970004,4.684244133,4.919078092,4.655080391,4.713808951,4.750548481,4.726939379,4.695880843,4.886642793,4.717945887,4.702878601,4.695456698
520,5/23/2022,2,600,2 out of 3,Super Area,Ejipura,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.176091259,4.00642687,4.255272505,4.086913466,4.080800181,4.095268727,4.093335961,4.09576492,4.045215705,4.10225983,4.099997004,4.129373486
521,6/12/2022,2,900,Ground out of 1,Super Area,"Park Circus, Ballygunge",Kolkata,Unfurnished,Bachelors,1,Contact Owner,4.176091259,3.994204704,3.991226076,3.96739591,3.90979211,3.943720671,3.902314722,3.929604406,3.927520072,3.945631017,3.915856891,4.062142765
522,6/20/2022,3,1100,8 out of 28,Carpet Area,"HDIL Metropolis, 4 Bunglows",Mumbai,Semi-Furnished,Family,3,Contact Agent,4.903089987,4.684420737,5.08278537,4.861979762,4.944199218,4.880069987,5.019034387,4.892675456,4.837196986,4.892074603,4.938968186,4.741117947
523,7/8/2022,3,1500,3 out of 4,Carpet Area,Indira Nagar,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent,4.77815125,4.48444414,4.612783857,4.502016328,4.602321819,4.604332343,4.581100488,4.629137162,4.614441792,4.65442926,4.617806386,4.561366255
524,6/26/2022,1,560,2 out of 4,Carpet Area,Ghatkopar East,Mumbai,Unfurnished,Bachelors,2,Contact Agent,4.477121255,4.47344319,4.857332496,4.474625153,4.530865075,4.548838262,4.480728952,4.528216344,4.6803526,4.521426019,4.527628344,4.567326919
525,7/5/2022,3,1800,2 out of 2,Carpet Area,Manigunda,Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Owner,4.301029996,4.37588218,5.278753601,4.36490221,4.519283097,4.492699694,4.440390663,4.502124032,4.522430902,4.471978378,4.500390709,4.239370084
526,7/9/2022,2,888,12 out of 20,Carpet Area,"Shapoorji Pallonji Vicinia, Chandivali",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,4.799340549,4.713216145,4.913813852,4.800837557,4.815983679,4.931257602,4.831675381,4.84811005,4.828350282,4.873362335,4.837010139,4.751308048
527,5/8/2022,2,1100,Ground out of 1,Carpet Area,Nayabad,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,3.929418926,4.020600556,4.380211242,4.085222596,4.02494767,4.029385856,4.0118769,4.009160731,4.075110583,4.05259091,4.006185799,4.156814014
528,7/10/2022,2,1200,3 out of 4,Super Area,"Srinagar Colony, Old Malakpet, NH 9",Hyderabad,Unfurnished,Family,2,Contact Owner,4.397940009,4.119750685,4.579783597,4.196746765,4.114417344,4.108198408,4.116730351,4.093316216,4.167699153,4.073360117,4.073136406,4.209066651
529,6/20/2022,2,800,1 out of 4,Super Area,J P Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.204119983,4.126636651,4.342422681,4.127369619,4.122746394,4.128541437,4.128359501,4.127322604,4.104717791,4.111482129,4.129502792,4.147219736
530,6/30/2022,1,455,18 out of 22,Carpet Area,"Sugee Sadan, Dadar West",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,4.77815125,4.274348684,4.361727836,4.459674509,4.435633967,4.494344045,4.350866094,4.482114491,4.594772701,4.500480736,4.475820007,4.5168535
531,7/2/2022,2,1350,8 out of 14,Super Area,"Rajendra Nagar, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,4.301029996,4.30478193,4.62324929,4.275412239,4.184223823,4.269058363,4.187861035,4.240203247,4.428960028,4.219841969,4.224286924,4.282948316
532,7/4/2022,2,103,Ground out of 1,Super Area,Sainikpuri,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4,4.054534668,4.301029996,3.773018908,3.996129872,3.910867699,3.93565173,3.917516853,4.388583927,3.908498192,3.888785336,3.912123417
533,7/6/2022,2,600,Ground out of 4,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Semi-Furnished,Bachelors,2,Contact Agent,4.301029996,4.116006443,4.330413773,4.250436435,4.326442274,4.359448626,4.337564309,4.373307822,4.156620442,4.386687536,4.355019085,4.356200516
534,7/9/2022,2,630,10 out of 32,Carpet Area,Kanjurmarg West,Mumbai,Unfurnished,Bachelors,2,Contact Agent,4.653212514,4.561843601,4.973127854,4.689797591,4.639807851,4.646615001,4.619838344,4.690191515,4.626534555,4.716803764,4.714756694,4.59798602
535,5/23/2022,2,500,Upper Basement out of 4,Carpet Area,Marathahalli,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,4,4.038165726,3.84509804,3.95811128,3.948270909,3.958877981,3.954739957,3.960161619,3.973193561,3.971611671,3.965736505,3.938247222
536,5/18/2022,2,1280,2 out of 12,Carpet Area,Hebbal,Bangalore,Furnished,Bachelors/Family,2,Contact Agent,4.698970004,4.344929118,4.411619706,4.498439811,4.472428431,4.465181453,4.43860194,4.462751085,4.590687627,4.407513072,4.484445798,4.433238787
537,6/2/2022,2,700,Ground out of 2,Super Area,"Kubera Nagar, Madipakkam",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,4,4.030786976,4.414973348,4.063721756,4.063426469,4.050393557,4.068505469,4.048298711,4.054709413,4.036701797,4.043460791,4.074416608
538,6/13/2022,2,1100,3 out of 5,Carpet Area,New Nallakunta,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent,4.255272505,4.12654955,4.431363764,4.361711782,4.297083787,4.279898247,4.294465163,4.28471653,4.327069153,4.270585003,4.29601025,4.407584068
539,7/7/2022,1,400,4 out of 4,Carpet Area,Humayun Nagar,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,3.84509804,3.865632777,3.857332496,3.877139874,3.779161544,3.780869777,3.828682736,3.82176257,3.904913989,3.782211853,3.814251891,4.239370084
540,6/22/2022,2,1000,Ground out of 2,Super Area,LIG Colony,Hyderabad,Semi-Furnished,Bachelors,3,Contact Owner,4.079181246,4.118871156,4.986771734,4.164190139,4.184027297,4.212563584,4.157099959,4.193418845,4.189364929,4.213042522,4.184240295,4.283049243
541,6/5/2022,1,570,6 out of 7,Super Area,"Leo Ratnakar, Mahavir Nagar",Mumbai,Furnished,Bachelors/Family,2,Contact Owner,4.301029996,4.530327181,4.880813592,4.432581661,4.489734868,4.505711182,4.422510265,4.491883318,4.477062524,4.451867409,4.486016079,4.508219696
542,7/4/2022,3,1200,1 out of 4,Super Area,Najafgarh,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.021189299,4.408335279,4.330413773,4.234269718,4.381249783,4.37106197,4.400090056,4.395182204,4.50199876,4.398028081,4.377805443,4.28366428
543,5/1/2022,1,510,3 out of 4,Carpet Area,Chakala Cigarette Factory,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,4.544068044,4.323650533,4.372912003,4.209932477,4.320223262,4.348708968,4.249743218,4.31631368,4.327687754,4.311270953,4.322408859,4.423258456
544,5/29/2022,2,1000,5 out of 5,Super Area,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4.041392685,4.088227685,4.397940009,4.192935507,4.072471131,4.083959045,4.081983696,4.076336878,4.240082321,4.097951088,4.079387573,4.239370084
545,5/27/2022,1,370,5 out of 8,Carpet Area,"Kanakia Sanskruti, Thakur Complex",Mumbai,Semi-Furnished,Family,1,Contact Agent,4.380211242,4.30890355,4.344392274,4.370682795,4.456153644,4.346188371,4.38426995,4.42397252,4.324196151,4.430767361,4.426566339,4.43020963
546,5/20/2022,2,1030,2 out of 4,Super Area,Thoraipakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.204119983,4.135504889,4.462397998,4.168645413,4.170984539,4.139646282,4.169712809,4.155195127,4.177409024,4.173788514,4.160949344,4.200465388
547,5/23/2022,2,1700,Ground out of 3,Super Area,Sanjay Nagar Stage 2,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.477121255,4.285578541,4.534026106,4.202965997,4.311504353,4.283042149,4.287829523,4.292096173,4.272298042,4.298432908,4.280428282,4.283519357
548,5/6/2022,1,450,1 out of 4,Super Area,"Mohan Garden, Razapur Khurd",Delhi,Furnished,Bachelors/Family,1,Contact Owner,3.84509804,4.11999446,3.86923172,3.951231002,4.045937329,4.061608895,4.02886276,4.066523866,3.971579018,4.090732524,4.064444802,3.929949074
549,5/1/2022,2,900,2 out of 2,Super Area,Anna Nagar West Extension,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.255272505,4.167337792,4.431363764,4.128705234,4.143719501,4.117626428,4.146194236,4.131509596,4.055874764,4.108027676,4.142697063,4.239370084
550,6/5/2022,2,450,1 out of 4,Carpet Area,Uttam Nagar,Delhi,Unfurnished,Bachelors,1,Contact Owner,4.041392685,4.074599201,3.880813592,3.960149328,4.018133717,4.069692479,4.02603346,4.05778166,3.994232001,4.021722792,4.069182922,4.023185622
551,5/18/2022,3,1000,9 out of 15,Carpet Area,"Heena Gaurav Jewels, Gokuldham",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,4.698970004,4.723650906,5.075546961,4.907590863,5.006944506,4.94341753,5.082372677,4.997433285,4.909384392,4.950696893,5.009401998,4.783369889
552,5/10/2022,3,125,3 out of 4,Super Area,"Khirki extension, Malviya Nagar",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.361727836,4.232389015,4.301029996,3.95204206,4.250846291,4.193159884,4.186724663,4.186541327,4.445364463,4.161294353,4.198324535,4.139982669
553,6/7/2022,2,1000,3 out of 5,Super Area,Vidya Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.079181246,4.126912241,4.380211242,4.18019383,4.110817949,4.117677765,4.124620993,4.109260454,4.240082321,4.095936225,4.114188739,4.199807195
